,kcat,data_type,MW,kcat_MW
rxn00547_reverse_num2,5.24,fill,32609,578.490600754393
rxn00763_reverse_num2,5.24,fill,80290,234.9483123676672
rxn00763_reverse_num3,5.24,fill,36122,522.2302198106418
rxn00912_reverse_num2,5.24,fill,317840,59.35061666247169
rxn01270_reverse_num2,95.30000000000001,Other_species,80684,4252.144167368996
rxn01530_reverse_num2,0.02,Other_species,80290,0.896749283846058
rxn01607_reverse_num2,80.5,Other_species,32609,8887.117053574166
rxn02230_reverse_num2,7.35,Other_species,72526,364.8346799768359
rxn02320_reverse_num3,0.613333335,Other_species,80684.0,27.36602059887958
rxn02789_reverse_num2,5.24,fill,51813,364.07851311446933
rxn02789_reverse_num3,5.24,fill,73149.0,257.88459172374195
rxn02811_reverse_num2,5.24,fill,51813,364.07851311446933
rxn02811_reverse_num3,5.24,fill,73149.0,257.88459172374195
rxn03282_reverse_num2,5.24,fill,80290,234.9483123676672
rxn03333_reverse_num2,0.106,Other_species,36122,10.564199103039698
rxn03333_reverse_num3,0.106,Other_species,80290,4.752771204384108
rxn04726_reverse_num2,5.24,fill,36122,522.2302198106418
rxn04736_reverse_num2,5.24,fill,80290,234.9483123676672
rxn04736_reverse_num3,5.24,fill,36122,522.2302198106418
rxn04908_reverse_num2,5.24,fill,80290,234.9483123676672
rxn04908_reverse_num3,5.24,fill,36122,522.2302198106418
rxn05871_reverse_num2,5.24,fill,36122,522.2302198106418
rxn05871_reverse_num3,5.24,fill,80290,234.9483123676672
rxn05872_reverse_num2,5.24,fill,80290,234.9483123676672
rxn11809_reverse_num2,5.24,fill,36122,522.2302198106418
rxn11834_reverse_num2,5.24,fill,80290,234.9483123676672
rxn11834_reverse_num3,5.24,fill,36122,522.2302198106418
rxn11838_reverse_num2,5.24,fill,80290,234.9483123676672
rxn11838_reverse_num3,5.24,fill,36122,522.2302198106418
rxn14054_reverse_num2,5.24,fill,36122,522.2302198106418
rxn14054_reverse_num3,5.24,fill,80290,234.9483123676672
rxn14089_reverse_num2,5.24,fill,80290,234.9483123676672
rxn14089_reverse_num3,5.24,fill,36122,522.2302198106418
