,kcat,data_type,MW,kcat_MW
rxn01607_reverse_num2,80.5,Other_species,32609,8887.117053574166
rxn02230_reverse_num2,354.759,Other_species,72526,17609.304249510522
rxn02320_reverse_num3,106.8181666675,Other_species,80684.0,4766.067621870507
rxn02789_reverse_num2,3263.707670150933,fill,51813,226764.4724787864
rxn02789_reverse_num3,3263.707670150933,fill,73149.0,160622.122141702
rxn02811_reverse_num2,3263.707670150933,fill,51813,226764.4724787864
rxn02811_reverse_num3,3263.707670150933,fill,73149.0,160622.122141702
rxn03282_reverse_num2,3263.707670150933,fill,80290,146336.3757945368
rxn03333_reverse_num2,0.33453,Other_species,36122,33.34001439565915
rxn03333_reverse_num3,0.33453,Other_species,80290,14.999476896251089
rxn04726_reverse_num2,3263.707670150933,fill,36122,325268.4683169082
rxn04736_reverse_num2,3263.707670150933,fill,80290,146336.3757945368
rxn04736_reverse_num3,3263.707670150933,fill,36122,325268.4683169082
rxn04908_reverse_num2,3263.707670150933,fill,80290,146336.3757945368
rxn04908_reverse_num3,3263.707670150933,fill,36122,325268.4683169082
rxn05871_reverse_num2,3263.707670150933,fill,36122,325268.4683169082
rxn05871_reverse_num3,3263.707670150933,fill,80290,146336.3757945368
rxn05872_reverse_num2,3263.707670150933,fill,80290,146336.3757945368
rxn11809_reverse_num2,3263.707670150933,fill,36122,325268.4683169082
rxn11834_reverse_num2,3263.707670150933,fill,80290,146336.3757945368
rxn11834_reverse_num3,3263.707670150933,fill,36122,325268.4683169082
rxn11838_reverse_num2,3263.707670150933,fill,80290,146336.3757945368
rxn11838_reverse_num3,3263.707670150933,fill,36122,325268.4683169082
rxn14054_reverse_num2,3263.707670150933,fill,36122,325268.4683169082
rxn14054_reverse_num3,3263.707670150933,fill,80290,146336.3757945368
rxn14089_reverse_num2,3263.707670150933,fill,80290,146336.3757945368
rxn14089_reverse_num3,3263.707670150933,fill,36122,325268.4683169082
