,fluxes,equ,ec-code,kcat_MW,E
rxn00303,0.0,atp_c + gtp_c --> amp_c + gdptp_c + 2.0 h_c,2.7.6.5,,
rxn00305,0.0,gtp_c + oaa_c --> co2_c + gdp_c + pep_c,4.1.1.32,3814.300304224811,0.0
rxn00313,0.008916466552690237,26dap__M_c + h_c --> co2_c + lys__L_c,4.1.1.20,162.05751454527186,5.502038321215498e-05
rxn00314_num1,0.0,cpd02490_c0 + h2o_c + nadp_c --> h_c + lys__L_c + nadph_c + pyr_c,1.5.1.16,,
rxn00322,0.0,h_c + lys__L_c --> 15dap_c + co2_c,4.1.1.18,65.12931850657534,0.0
rxn00328,0.0,4h2oglt_c --> glx_c + pyr_c,4.1.3.16,,
rxn00337_num1,0.0341550180059363,asp__L_c + atp_c --> 4pasp_c + adp_c,2.7.2.4,592.1129441656748,5.768328212122253e-05
rxn00338,0.0,asp__L_c + o2_c --> h2o2_c + iasp_c,1.4.3.16,630.4401744713417,0.0
rxn00342,0.0,asn__L_c + h2o_c --> asp__L_c + nh4_c,,2693.412683995175,0.0
rxn00346,9.72692925940207e-07,asp__L_c + h_c --> ala_B_c + co2_c,4.1.1.11,306.528948887744,3.1732498006131992e-09
rxn00351,0.0,atp_c + glucys_c + gly_c --> adp_c + gthrd_c + h_c + pi_c,6.3.2.3,16065.644581077697,0.0
rxn00361,0.0036636523824344048,aps_c + atp_c --> adp_c + h_c + paps_c,2.7.1.25,5641.299754062583,6.494340918147497e-07
rxn00364,0.011304082914166874,atp_c + cmp_c + h_c --> adp_c + cdp_c,,,
rxn00367,0.0,ctp_c + h2o_c --> cmp_c + 2.0 h_c + ppi_c,,,
rxn00379_num1,0.003663652382434405,atp_c + so4_c --> aps_c + ppi_c,2.7.7.4,,
rxn00392,2.582024232299279e-06,atp_c + ribflv_c --> adp_c + fmn_c,2.7.1.26,80.7542330052857,3.1973856183245215e-08
rxn00394,0.0,arg__L_c + h2o_c --> orn__L_c + urea_c,3.5.3.1,1814.8181057367092,0.0
rxn00405,0.0,arg__L_c + h_c --> agm_c + co2_c,,226.6676040336401,0.0
rxn00407,0.0,ctp_c + h2o_c + h_c --> nh4_c + utp_c,3.5.4.13,,
rxn00409,0.01086603752475366,atp_c + cdp_c --> adp_c + ctp_c,,,
rxn00410_num1,0.003621837055891765,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,,,
rxn00412_num1,0.0,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,6.3.4.2,257.90172590879166,0.0
rxn00414,0.0286373134389642,2.0 atp_c + gln__L_c + h2co3_c + h2o_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,6.3.5.5,394.6623138072137,7.256156069908685e-05
rxn00416,0.008756090586778412,asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + 2.0 h_c + ppi_c,6.3.5.4,,
rxn00420_num1,0.0,h2o_c + pser__L_c --> pi_c + ser__L_c,,1513.319794729818,0.0
rxn00422,0.0,pyr_c + ser__L_c --> ala__L_c + hpyr_c,2.6.1.51,,
rxn00423,0.0007447026258067304,accoa_c + ser__L_c --> acser_c + coa_c,2.3.1.30,1860.4208860802007,4.002871776911599e-07
rxn00427,0.0,h2o2_c + meoh_c --> fald_c + 2.0 h2o_c,1.11.1.6,3646.07044414028,0.0
rxn00438,1.7568653076019077e-06,atp_c + thmmp_c --> adp_c + thmpp_c,2.7.4.16,3231.3357109594635,5.436963116036776e-10
rxn00459,8.061853016651696,2pg_c --> h2o_c + pep_c,4.2.1.11,,
rxn00461,0.0004339946371034284,pep_c + uacgam_c --> pi_c + uaccg_c,2.5.1.7,436.9772314784802,9.931744856248907e-07
rxn00463,0.0,h2o_c + utp_c --> 2.0 h_c + ppi_c + ump_c,,,
rxn00470_num1,8.246433884734885e-06,h_c + orn__L_c --> co2_c + ptrc_c,4.1.1.17,233.0760769467743,3.5380867881254314e-08
rxn00471,0.0,orn__L_c --> nh4_c + pro__L_c,4.3.1.12,,
rxn00474_num1,0.0,indole_c + ser__L_c --> h2o_c + trp__L_c,4.2.1.122,230.9014281550628,0.0
rxn00484,0.0,h_c + trp__L_c --> co2_c + trypta_c,"4.1.1.105,4.1.1.28",3.407754705484049,0.0
rxn00493_num1,0.0,akg_c + phe__L_c --> glu__L_c + phpyr_c,,1481.5588988661534,0.0
rxn00497,0.0,h_c + phe__L_c --> co2_c + peamn_c,"4.1.1.28,4.1.1.53",26.821827554878325,0.0
rxn00498,0.001367140595188051,2.0 frdp_c --> h_c + ppi_c + psqldp_c,2.5.1.103,,
rxn00500_num1,0.0,lac__D_c + nad_c --> h_c + nadh_c + pyr_c,1.1.1.28,14.836147627475386,0.0
rxn00507,0.0,acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c,1.2.1.4,394.53943356030567,0.0
rxn00508,0.0,h2o_c + nad_c + sucsal_c --> 2.0 h_c + nadh_c + succ_c,,598.929766232179,0.0
rxn00514,0.0,h2o_c + itp_c --> 2.0 h_c + imp_c + ppi_c,,,
rxn00519,0.0,itp_c + oaa_c --> co2_c + idp_c + pep_c,4.1.1.32,3814.300304224811,0.0
rxn00527_num1,0.0,akg_c + tyr__L_c --> 34hpp_c + glu__L_c,,,
rxn00529,0.0,h_c + tyr__L_c --> co2_c + tym_c,"4.1.1.25,4.1.1.28",8.457866720217163,0.0
rxn00532,0.0,coa_c + msa_c + nadp_c --> h_c + malcoa_c + nadph_c,1.2.1.75,3371.755248085617,0.0
rxn00539,0.0,etha_c --> acald_c + nh4_c,4.3.1.7,,
rxn00541,0.0,thr__L_c --> acald_c + gly_c,"4.1.2.48,4.1.2.5",,
rxn00543_num1,0.0,etoh_c + nad_c --> acald_c + h_c + nadh_c,1.1.1.1,3804.645822236777,0.0
rxn00544,0.0,acald_c + thmpp_c --> 2ahethmpp_c,4.1.1.1,41.96219741656384,0.0
rxn00546,0.0,cpd00491_c0 + nad_c --> f6p_c + h_c + nadh_c,,,
rxn00547_num1,0.0,atp_c + fru_c --> adp_c + f6p_c + h_c,,,
rxn00549,0.0,fdp_c + h2o_c --> f6p_c + pi_c,,39.65697762402535,0.0
rxn00555,0.002574964444993258,f6p_c + gln__L_c --> gam6p_c + glu__L_c,,378.8820072031924,6.796217281472324e-06
rxn00558,0.01790771158077718,g6p_c --> f6p_c,,,
rxn00559,0.0,man6p_c --> f6p_c,,,
rxn00566,0.0,cys__L_c + h2o_c --> h2s_c + nh4_c + pyr_c,"4.4.1.1,4.4.1.28",58.45146094261597,0.0
rxn00599,0.0,gly_c + h_c + succoa_c --> 5aop_c + co2_c + coa_c,2.3.1.37,320.9089650942607,0.0
rxn00601,0.0,arg__L_c + succoa_c --> coa_c + h_c + sucarg_c,2.3.1.109,23.12964333163844,0.0
rxn00604,0.5189752101197207,g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c,1.1.1.49,103.08301281193437,0.005034536690022283
rxn00609,0.0,mi1p__D_c --> g6p_c,,,
rxn00611_reverse,0.00377893900710671,dhap_c + h_c + nadh_c --> glyc3p_c + nad_c,,159.0518124515202,2.3759169725013667e-05
rxn00612_reverse,0.0,dhap_c + h_c + nadph_c --> glyc3p_c + nadp_c,,159.0518124515202,0.0
rxn00623_reverse,0.003663652382434405,4.0 h_c + 3.0 nadph_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_c,1.8.1.2,,
rxn00633,0.0,fru_p + glc__D_p --> g15lac_p + sbt__D_p,1.1.99.28,44.29142699820611,0.0
rxn00640,0.0,gdp_c + man1p_c --> gdpmann_c + pi_c,2.7.7.22,119.07457674445313,0.0
rxn00646,0.0,atp_c + cys__L_c + glu__L_c --> adp_c + glucys_c + h_c + pi_c,6.3.2.2,87.1944790129307,0.0
rxn00649_num1,0.0,acser_c + h2s_c --> ac_c + cys__L_c + h_c,2.5.1.47,,
rxn00650_num1,0.0,cgly_c + h2o_c --> cys__L_c + gly_c,3.4.13.18,2418.207953003121,0.0
rxn00655,0.0,cpd01489_c0 + h2o_c + nad_c --> ala_B_c + h_c + nadh_c + pyr_c,1.5.1.26,,
rxn00658,0.0,cpd00788_c0 + h2o_c --> ac_c + ala_B_c,3.5.1.21,,
rxn00678,0.0,mmcoa__S_c + pyr_c --> oaa_c + ppcoa_c,2.1.3.1,10.819071911220613,0.0
rxn00686,0.0,nadp_c + thf_c --> dhf_c + h_c + nadph_c,,980.4817441430596,0.0
rxn00690,0.019242771708139806,atp_c + for_c + thf_c --> 10fthf_c + adp_c + pi_c,,493.0721149763467,3.902628261398012e-05
rxn00692,0.0,gly_c + h2o_c + mlthf_c --> ser__L_c + thf_c,,79.1936415788218,0.0
rxn00693_num1,0.0,5mthf_c + hcys__L_c --> met__L_c + thf_c,,436.8680776241227,0.0
rxn00695,8.972643877142396e-07,atp_c + g1p_c --> adpglc_c + ppi_c,,,
rxn00700,0.0,g1p_c + gtp_c --> cpd00315_c0 + ppi_c,,4.15910676690453,0.0
rxn00704_num1,0.0009072754087556164,g6p_c --> g1p_c,,,
rxn00707,0.0,cytd_c + itp_c --> cmp_c + h_c + idp_c,,278.9311878508011,0.0
rxn00710,0.022290294704366068,h_c + orot5p_c --> co2_c + ump_c,4.1.1.23,745.1586762605472,2.9913487441662954e-05
rxn00714,0.0,cpd03706_c0 + h2o_c --> h_c + ump_c + utp_c,,,
rxn00721,0.0,anth_c + atp_c --> cpd02102_c0 + h_c + ppi_c,,158.49489926924645,0.0
rxn00726,0.0018739186452580421,chor_c + nh4_c --> anth_c + h2o_c + h_c + pyr_c,,22.334202266542498,8.390354053814785e-05
rxn00727,0.0,chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c,4.1.3.27,24.26134452682968,0.0
rxn00730,0.0,anth_c + malcoa_c --> coa_c + cpd02014_c0,2.3.1.113,2776.2674305696496,0.0
rxn00735_reverse,0.0,nad_c + r3mmal_c --> 2obut_c + co2_c + nadh_c,,2552.279915285329,0.0
rxn00737,0.012789733575879677,thr__L_c --> 2obut_c + nh4_c,4.3.1.19,,
rxn00743,0.0,dhap_c + h2o_c --> dha_c + pi_c,,395.9213980215994,0.0
rxn00747,0.014385036690312525,g3p_c --> dhap_c,5.3.1.1,,
rxn00763_num1,0.0002080422072078176,glyc_c + nad_c --> glyald_c + h_c + nadh_c,,,
rxn00770,0.0365355275144966,atp_c + r5p_c --> amp_c + h_c + prpp_c,2.7.6.1,40.79756426419716,0.0008955320782853498
rxn00771,0.0,atp_c + r5p_c --> adp_c + h_c + r15bp_c,2.7.1.18,207.69340157244423,0.0
rxn00775,0.0,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c,,7203.207809216151,0.0
rxn00776_num1,0.0,r5p_c + ura_c --> h2o_c + psd5p_c,4.2.1.70,36.09419704076867,0.0
rxn00777,0.0,r5p_c --> ru5p__D_c,5.3.1.6,,
rxn00780,0.0002080422072078176,atp_c + glyald_c --> adp_c + g3p_c + h_c,2.7.1.28,231.3289212554473,8.99335051055224e-07
rxn00781,8.120233592537895,g3p_c + nad_c + pi_c --> 13dpg_c + h_c + nadh_c,,2850.7998930554118,0.002848405323824691
rxn00783,0.0,2dh3dgal6p_c --> g3p_c + pyr_c,"4.1.2.21,4.1.2.55",,
rxn00785,0.015332747135783921,f6p_c + g3p_c --> e4p_c + xu5p__D_c,,1421.2120533311777,1.0788500632150923e-05
rxn00786,0.0,fdp_c --> dhap_c + g3p_c,,,
rxn00789_num1,0.0,atp_c + prpp_c --> h_c + ppi_c + prbatp_c,2.4.2.17,29.05199939034819,0.0
rxn00790_num1,0.0,gln__L_c + h2o_c + prpp_c --> glu__L_c + h_c + ppi_c + pram_c,2.4.2.14,1121.258585567077,0.0
rxn00791,0.001873918645258042,anth_c + prpp_c --> h_c + ppi_c + pran_c,2.4.2.18,2717.314929115231,6.89621444014293e-07
rxn00792,0.0,btamp_c + ppi_c --> atp_c + btn_c,,4661.786464182647,0.0
rxn00794,0.0,cpd01301_c0 + h2o_c --> btn_c + nh4_c,3.5.1.12,,
rxn00795,0.0,biocyt_c + h2o_c --> btn_c + lys__L_c,,,
rxn00798,0.0,rib__D_c --> rbl__D_c,,,
rxn00799,0.0,mal__L_c --> fum_c + h2o_c,,,
rxn00800,0.006512361547760867,dcamp_c --> amp_c + fum_c,4.3.2.2,,
rxn00802,0.006347018734598122,argsuc_c --> arg__L_c + fum_c,4.3.2.1,,
rxn00806,0.0,akg_c + leu__L_c --> 4mop_c + glu__L_c,,1247.7809104973585,0.0
rxn00816,0.0,h2o_c + lcts_c --> gal_c + glc__D_c,,389.7156763026996,0.0
rxn00830,0.0,ipdp_c --> dmpp_c,5.3.3.2,,
rxn00832,0.0,h2o_c + imp_c --> fprica_c,3.5.4.10,,
rxn00834,0.004577098708124397,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,1.1.1.205,,
rxn00838,0.006512361547760867,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,6.3.4.4,263.1060129885668,2.4751853725379738e-05
rxn00851,0.0004339946371034283,2.0 ala__D_c + atp_c --> adp_c + alaala_c + h_c + pi_c,6.3.2.4,215.8313281033356,2.010804645077477e-06
rxn00853,0.0,Ncbmpts_c + h2o_c + 2.0 h_c --> co2_c + nh4_c + ptrc_c,3.5.1.53,168.88052845919742,0.0
rxn00859,0.0029361488036307227,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,1.1.1.23,64.49021478561022,4.552859396408568e-05
rxn00861,0.0,accoa_c + his__L_c --> coa_c + cpd01921_c0,,311.6338572142107,0.0
rxn00863,0.0,cpd01324_c0 + h2o_c + nad_c --> 2.0 h_c + his__L_c + nadh_c,,,
rxn00866,0.0,h_c + his__L_c --> co2_c + hista_c,4.1.1.22,1.534811159142856,0.0
rxn00868,0.0,cpd00650_c0 + h_c + nadh_c --> btcoa_c + nad_c,1.3.1.44,,
rxn00881_num1,0.0,h2o_c + mi1p__D_c --> inost_c + pi_c,,,
rxn00882_num1,0.0,h2o_c + mi4p__D_c --> inost_c + pi_c,,,
rxn00883_num1,0.0009943712276712635,h2o_c + mi3p__D_c --> inost_c + pi_c,,,
rxn00898,0.03481234785896278,23dhmb_c --> 3mob_c + h2o_c,,,
rxn00902,0.01353443620168641,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,2.3.3.13,76.58033959345289,0.0001767351290623359
rxn00903,0.0,akg_c + val__L_c --> 3mob_c + glu__L_c,2.6.1.42,1247.7809104973585,0.0
rxn00904,0.044452545299873206,pyr_c + val__L_c --> 3mob_c + ala__L_c,2.6.1.66,,
rxn00905,0.04254712629290923,2dhp_c --> 3mob_c + fald_c,4.1.2.12,,
rxn00907,0.0,mlthf_c + nadp_c --> methf_c + nadph_c,,312.78176358831854,0.0
rxn00912_num1,0.0,3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c,,35.96537382924926,0.0
rxn00915,0.0,gua_c + prpp_c --> gmp_c + h_c + ppi_c,2.4.2.8,,
rxn00917,0.004577098708124397,atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 3.0 h_c + ppi_c,6.3.5.2,44.48917395088057,0.00010288117988384909
rxn00921,0.0,4hbz_c + h_c --> co2_c + phenol_c,4.1.1.61,1218.5363334328704,0.0
rxn00927,0.0,adn_c + h2o_c --> ade_c + rib__D_c,3.2.2.7,501.666398944452,0.0
rxn00931_reverse_num1,0.0,1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,1.5.1.2,1899.038252394568,0.0
rxn00952,0.003663652382434405,achms_c + h2s_c --> ac_c + h_c + hcys__L_c,2.5.1.49,227.2611679533312,1.6120890407404524e-05
rxn00966,0.0,chor_c --> 4hbz_c + pyr_c,4.1.3.40,,
rxn00974,0.027173655113289535,cit_c --> acon_C_c + h2o_c,,,
rxn00980_num1,0.0,2pglyc_c + h2o_c --> glyclt_c + pi_c,3.1.3.18,,
rxn01000,0.00039104863765138727,h_c + pphn_c --> co2_c + h2o_c + phpyr_c,4.2.1.51,,
rxn01013,0.0,glyc__R_c + nadp_c --> h_c + hpyr_c + nadph_c,,,
rxn01014,0.0,h_c + hpyr_c --> co2_c + gcald_c,4.1.1.40,,
rxn01018,0.02229029470436607,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,2.1.3.2,16.116053501557335,0.001383111237637186
rxn01019,0.006347018734598121,cbp_c + orn__L_c --> citr__L_c + h_c + pi_c,,130254.35537085978,4.8727881048790345e-08
rxn01021,0.0,5mta_c + h2o_c --> 5mtr_c + ade_c,"3.2.2.16,3.2.2.9",,
rxn01029,0.0,agm_c + h2o_c --> Ncbmpts_c + nh4_c,3.5.3.12,1544.7673656065642,0.0
rxn01043,0.0,nadp_c + xylt_c --> h_c + nadph_c + xyl__D_c,1.1.1.307,,
rxn01066,0.0,h2o_c + xolest_hs_c --> chsterol_c + cpd00049_c0 + h_c,,,
rxn01069,0.021140904433708228,h2o_c + phom_c --> pi_c + thr__L_c,4.2.3.1,192.07879499329772,0.0001100637081487621
rxn01100,0.0,3pg_c + atp_c --> 13dpg_c + adp_c,2.7.2.3,872.4877697848111,0.0
rxn01101_num1,0.05838057588620034,3pg_c + nad_c --> 3php_c + h_c + nadh_c,1.1.1.95,,
rxn01102,0.0,atp_c + glyc__R_c --> 3pg_c + adp_c + h_c,2.7.1.31,132.22031847533032,0.0
rxn01106,0.0,2pg_c --> 3pg_c,,,
rxn01116,0.0,ru5p__D_c --> xu5p__D_c,5.1.3.1,,
rxn01117,0.0,ara5p_c --> ru5p__D_c,5.3.1.13,,
rxn01127_num1,0.0,atp_c + damp_c + h_c --> adp_c + dadp_c,"2.7.4.11,2.7.4.13",,
rxn01137_num1,0.0,adn_c + h2o_c + h_c --> ins_c + nh4_c,3.5.4.4,378.1329991062914,0.0
rxn01143,0.0,atp_c + thymd_c --> adp_c + dtmp_c + h_c,"2.7.1.145,2.7.1.21",137.2633132521359,0.0
rxn01157,0.0,glu__D_c --> cpd01512_c0 + h2o_c,4.2.1.48,,
rxn01171,0.0,glc__D_c --> cpd00190_c0,5.1.3.3,,
rxn01200,0.010603972213588641,g3p_c + s7p_c --> r5p_c + xu5p__D_c,2.2.1.1,1421.2120533311777,7.461217478935673e-06
rxn01207,0.0,4mop_c + coa_c + nad_c --> co2_c + ivcoa_c + nadh_c,1.2.1.25,,
rxn01208,0.013534436201686411,3c4mop_c + h_c --> 4mop_c + co2_c,,6971.135656545846,1.9414966037818635e-06
rxn01210,0.0,10fthf_c + atp_c + glu__L_c --> 10fthfglu__L_c + adp_c + h_c + pi_c,,103.15082648785472,0.0
rxn01213,0.002734281190376102,dmpp_c + ipdp_c --> grdp_c + h_c + ppi_c,2.5.1.1,239.27705175175868,1.1427260451256397e-05
rxn01216,0.0,13dpg_c --> 23dpg_c + h_c,5.4.2.4,,
rxn01219,0.0,atp_c + dcmp_c + h_c --> adp_c + dcdp_c,,,
rxn01222,0.0,dctp_c + h2o_c --> dcmp_c + 2.0 h_c + ppi_c,,,
rxn01225_num1,0.0,gua_c + h2o_c + h_c --> nh4_c + xan_c,3.5.4.3,85.72959294531229,0.0
rxn01231,0.0,Lcyst_c + h_c --> co2_c + taur_c,4.1.1.29,280.4805376418606,0.0
rxn01241,0.0,dhlam_c + nad_c --> h_c + lpam_c + nadh_c,,1068.9300376053934,0.0
rxn01255,0.004725753893315246,3psme_c --> chor_c + pi_c,4.2.3.5,,
