,fluxes,kcat_MW,E,equ,ec-code
rxn00412_num1,0.0,472.4031877692699,0.0,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,6.3.4.2
rxn00414,0.11097130196821649,4500.236996761858,2.4658990637174397e-05,2.0 atp_c + gln__L_c + h2co3_c + h2o_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,6.3.5.5
rxn00416,0.03392903088586521,,,asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + 2.0 h_c + ppi_c,6.3.5.4
rxn00420_num1,0.0,148844.48515099517,0.0,h2o_c + pser__L_c --> pi_c + ser__L_c,
rxn00422,0.0,,,pyr_c + ser__L_c --> ala__L_c + hpyr_c,2.6.1.51
rxn00423,0.0028818838285613302,224558.01768500032,1.283358242235601e-08,accoa_c + ser__L_c --> acser_c + coa_c,2.3.1.30
rxn00427,0.0,11552602.643158965,0.0,h2o2_c + meoh_c --> fald_c + 2.0 h2o_c,1.11.1.6
rxn00438,6.807688510444861e-06,6.552619120577264,1.0389263262786937e-06,atp_c + thmmp_c --> adp_c + thmpp_c,2.7.4.16
rxn00459,20.623037205387526,651.6627700593541,0.03164679363761898,2pg_c --> h2o_c + pep_c,4.2.1.11
rxn00461,0.0016816885687337079,263.9864191345719,6.37036016567366e-06,pep_c + uacgam_c --> pi_c + uaccg_c,2.5.1.7
rxn00463,0.0,154443.4676378948,0.0,h2o_c + utp_c --> 2.0 h_c + ppi_c + ump_c,
rxn00470_num1,3.19541589023645e-05,5060.51660588212,6.314406490677732e-09,h_c + orn__L_c --> co2_c + ptrc_c,4.1.1.17
rxn00471,0.0,,,orn__L_c --> nh4_c + pro__L_c,4.3.1.12
rxn00474_num1,0.0,8.981905480369829,0.0,indole_c + ser__L_c --> h2o_c + trp__L_c,4.2.1.122
rxn00484,0.0,38.46141978374615,0.0,h_c + trp__L_c --> co2_c + trypta_c,"4.1.1.105,4.1.1.28"
rxn00493_num1,0.0,118591.95832040816,0.0,akg_c + phe__L_c --> glu__L_c + phpyr_c,
rxn00497,0.0,42.00916001480787,0.0,h_c + phe__L_c --> co2_c + peamn_c,"4.1.1.28,4.1.1.53"
rxn00498,0.005297541753336522,,,2.0 frdp_c --> h_c + ppi_c + psqldp_c,2.5.1.103
rxn00500_num1,0.0,1446.75,0.0,lac__D_c + nad_c --> h_c + nadh_c + pyr_c,1.1.1.28
rxn00507,0.0,570.2296577577556,0.0,acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c,1.2.1.4
rxn00508,0.0,96224.0123116584,0.0,h2o_c + nad_c + sucsal_c --> 2.0 h_c + nadh_c + succ_c,
rxn00514,0.0,104087.83646490616,0.0,h2o_c + itp_c --> 2.0 h_c + imp_c + ppi_c,
rxn00519,0.0,3258.535500097878,0.0,itp_c + oaa_c --> co2_c + idp_c + pep_c,4.1.1.32
rxn00527_num1,0.0,,,akg_c + tyr__L_c --> 34hpp_c + glu__L_c,
rxn00529,0.0,517.4349407754166,0.0,h_c + tyr__L_c --> co2_c + tym_c,"4.1.1.25,4.1.1.28"
rxn00532,0.0,1023.090490731779,0.0,coa_c + msa_c + nadp_c --> h_c + malcoa_c + nadph_c,1.2.1.75
rxn00539,0.0,9547.506829714932,0.0,etha_c --> acald_c + nh4_c,4.3.1.7
rxn00541,0.0,68.71591704357378,0.0,thr__L_c --> acald_c + gly_c,"4.1.2.48,4.1.2.5"
rxn00543_num1,0.0,100000.0,0.0,etoh_c + nad_c --> acald_c + h_c + nadh_c,1.1.1.1
rxn00544,0.1873354907468144,1798.527612288477,0.00010416047519473196,acald_c + thmpp_c --> 2ahethmpp_c,4.1.1.1
rxn00546,0.0,,,cpd00491_c0 + nad_c --> f6p_c + h_c + nadh_c,
rxn00547_num1,0.0,,,atp_c + fru_c --> adp_c + f6p_c + h_c,
rxn00549,0.0,135250.18749540776,0.0,fdp_c + h2o_c --> f6p_c + pi_c,
rxn00555,0.0099777460406934,36180.15718479925,2.757795105678937e-07,f6p_c + gln__L_c --> gam6p_c + glu__L_c,
rxn00558,0.06937250093112457,86190.99139961181,8.048695090359177e-07,g6p_c --> f6p_c,
rxn00559,0.0,91354.61660604556,0.0,man6p_c --> f6p_c,
rxn00566,0.0,345.8972562571104,0.0,cys__L_c + h2o_c --> h2s_c + nh4_c + pyr_c,"4.4.1.1,4.4.1.28"
rxn00599,0.0,266.3693772484732,0.0,gly_c + h_c + succoa_c --> 5aop_c + co2_c + coa_c,2.3.1.37
rxn00601,0.0,,,arg__L_c + succoa_c --> coa_c + h_c + sucarg_c,2.3.1.109
rxn00604,1.9287902159505323,20386.66769,9.461037209610457e-05,g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c,1.1.1.49
rxn00609,0.0,,,mi1p__D_c --> g6p_c,
rxn00611_reverse,0.014643034698787678,,,dhap_c + h_c + nadh_c --> glyc3p_c + nad_c,
rxn00612_reverse,0.0,,,dhap_c + h_c + nadph_c --> glyc3p_c + nadp_c,
rxn00623_reverse,0.014192540732505877,,,4.0 h_c + 3.0 nadph_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_c,1.8.1.2
rxn00633,0.0,3814.403016,0.0,fru_p + glc__D_p --> g15lac_p + sbt__D_p,1.1.99.28
rxn00640,0.0,,,gdp_c + man1p_c --> gdpmann_c + pi_c,2.7.7.22
rxn00646,0.0,66124.46397250447,0.0,atp_c + cys__L_c + glu__L_c --> adp_c + glucys_c + h_c + pi_c,6.3.2.2
rxn00649_num1,0.00288188382856133,,,acser_c + h2s_c --> ac_c + cys__L_c + h_c,2.5.1.47
rxn00650_num1,0.0,802792.0215286833,0.0,cgly_c + h2o_c --> cys__L_c + gly_c,3.4.13.18
rxn00655,0.0,,,cpd01489_c0 + h2o_c + nad_c --> ala_B_c + h_c + nadh_c + pyr_c,1.5.1.26
rxn00658,0.0,,,cpd00788_c0 + h2o_c --> ac_c + ala_B_c,3.5.1.21
rxn00678,3.769093980867739e-06,103792.44083843844,3.6313761873416643e-11,mmcoa__S_c + pyr_c --> oaa_c + ppcoa_c,2.1.3.1
rxn00686,0.0,296312.4697283875,0.0,nadp_c + thf_c --> dhf_c + h_c + nadph_c,
rxn00690,0.07454992149781786,80539.81353047074,9.256281859854727e-07,atp_c + for_c + thf_c --> 10fthf_c + adp_c + pi_c,
rxn00692,0.0,52112.53150910168,0.0,gly_c + h2o_c + mlthf_c --> ser__L_c + thf_c,
rxn00693_num1,0.0,49096.54237125425,0.0,5mthf_c + hcys__L_c --> met__L_c + thf_c,
rxn00695,3.476815460259446e-06,,,atp_c + g1p_c --> adpglc_c + ppi_c,
rxn00700,0.0,164178.7702934098,0.0,g1p_c + gtp_c --> cpd00315_c0 + ppi_c,
rxn00704_num1,0.0,95682.698434627,0.0,g6p_c --> g1p_c,
rxn00707,0.0,208921.80520088537,0.0,cytd_c + itp_c --> cmp_c + h_c + idp_c,
rxn00710,0.08637719886419906,9807.714718153156,8.807066818972925e-06,h_c + orot5p_c --> co2_c + ump_c,4.1.1.23
rxn00714,0.0,,,cpd03706_c0 + h2o_c --> h_c + ump_c + utp_c,
rxn00721,0.0,45739.50674785748,0.0,anth_c + atp_c --> cpd02102_c0 + h_c + ppi_c,
rxn00726,0.007261259230068289,35110.62841208163,2.0681085923172132e-07,chor_c + nh4_c --> anth_c + h2o_c + h_c + pyr_c,
rxn00727,0.0,253.7133743756686,0.0,chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c,4.1.3.27
rxn00730,0.0,,,anth_c + malcoa_c --> coa_c + cpd02014_c0,2.3.1.113
rxn00735_reverse,0.0,,,nad_c + r3mmal_c --> 2obut_c + co2_c + nadh_c,
rxn00737,0.052440903486633154,15403.341218004458,3.4045148221047466e-06,thr__L_c --> 2obut_c + nh4_c,4.3.1.19
rxn00743,0.0,75778.23408337162,0.0,dhap_c + h2o_c --> dha_c + pi_c,
rxn00747,0.05573243380698929,759635.8515502743,7.33673031535437e-08,g3p_c --> dhap_c,5.3.1.1
rxn00763_num1,0.0008061440666884054,,,glyc_c + nad_c --> glyald_c + h_c + nadh_c,
rxn00770,0.1415608974802335,637.099319423505,0.00022219596405836437,atp_c + r5p_c --> amp_c + h_c + prpp_c,2.7.6.1
rxn00771,0.0,,,atp_c + r5p_c --> adp_c + h_c + r15bp_c,2.7.1.18
rxn00775,0.0,235623.79116981465,0.0,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c,
rxn00776_num1,0.0,0.3202790266853541,0.0,r5p_c + ura_c --> h2o_c + psd5p_c,4.2.1.70
rxn00777,0.0,1263419.2907566407,0.0,r5p_c --> ru5p__D_c,5.3.1.6
rxn00780,0.0008061440666884054,415.9353449398712,1.9381475426305593e-06,atp_c + glyald_c --> adp_c + g3p_c + h_c,2.7.1.28
rxn00781,20.8492456913948,33065.203532064734,0.0006305494436523398,g3p_c + nad_c + pi_c --> 13dpg_c + h_c + nadh_c,
rxn00783,0.0,2993.15933090258,0.0,2dh3dgal6p_c --> g3p_c + pyr_c,"4.1.2.21,4.1.2.55"
rxn00785,0.059394754890431174,66216.66215461778,8.969759718746128e-07,f6p_c + g3p_c --> e4p_c + xu5p__D_c,
rxn00786,0.0,145614.38868918558,0.0,fdp_c --> dhap_c + g3p_c,
rxn00789_num1,0.0,153.4138409364779,0.0,atp_c + prpp_c --> h_c + ppi_c + prbatp_c,2.4.2.17
rxn00790_num1,0.03158630994884113,,,gln__L_c + h2o_c + prpp_c --> glu__L_c + h_c + ppi_c + pram_c,2.4.2.14
rxn00791,0.007261259230068289,43.323975386759614,0.00016760371515415982,anth_c + prpp_c --> h_c + ppi_c + pran_c,2.4.2.18
rxn00792,0.0,160482.8899207988,0.0,btamp_c + ppi_c --> atp_c + btn_c,
rxn00794,0.0,,,cpd01301_c0 + h2o_c --> btn_c + nh4_c,3.5.1.12
rxn00795,0.0,,,biocyt_c + h2o_c --> btn_c + lys__L_c,
rxn00798,0.0,205773.0856710296,0.0,rib__D_c --> rbl__D_c,
rxn00799,0.0,43292.23577856457,0.0,mal__L_c --> fum_c + h2o_c,
rxn00800,0.02523795797435067,9137.410939981548,2.7620469452588324e-06,dcamp_c --> amp_c + fum_c,4.3.2.2
rxn00802,0.024594103104017436,16243.944030929424,1.5140475156272896e-06,argsuc_c --> arg__L_c + fum_c,4.3.2.1
rxn00806,0.0,117912.66818339904,0.0,akg_c + leu__L_c --> 4mop_c + glu__L_c,
rxn00816,0.0,41706.10177847574,0.0,h2o_c + lcts_c --> gal_c + glc__D_c,
rxn00830,0.0,,,ipdp_c --> dmpp_c,5.3.3.2
rxn00832,0.0,223.6861995147288,0.0,h2o_c + imp_c --> fprica_c,3.5.4.10
rxn00834,0.017725653574625674,35.81484943718262,0.0004949246989217572,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,1.1.1.205
rxn00838,0.02523795797435067,83.15962776633842,0.0003034881065757555,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,6.3.4.4
rxn00851,0.0016816885687337079,1395.8396422838096,1.2047863649883201e-06,2.0 ala__D_c + atp_c --> adp_c + alaala_c + h_c + pi_c,6.3.2.4
rxn00853,0.0,374.48309630113664,0.0,Ncbmpts_c + h2o_c + 2.0 h_c --> co2_c + nh4_c + ptrc_c,3.5.1.53
rxn00859,0.0,395.5606071007515,0.0,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,1.1.1.23
rxn00861,0.0,53979.74780624984,0.0,accoa_c + his__L_c --> coa_c + cpd01921_c0,
rxn00863,0.011377301600135219,103043.26620060192,1.1041285878871683e-07,cpd01324_c0 + h2o_c + nad_c --> 2.0 h_c + his__L_c + nadh_c,
rxn00866,0.0,258.4881014164876,0.0,h_c + his__L_c --> co2_c + hista_c,4.1.1.22
rxn00868,0.0,,,cpd00650_c0 + h_c + nadh_c --> btcoa_c + nad_c,1.3.1.44
rxn00881_num1,0.0,159291.02543035834,0.0,h2o_c + mi1p__D_c --> inost_c + pi_c,
rxn00882_num1,0.0,159291.02543035834,0.0,h2o_c + mi4p__D_c --> inost_c + pi_c,
rxn00883_num1,0.0038530953695954284,,,h2o_c + mi3p__D_c --> inost_c + pi_c,
rxn00898,0.13489081816620038,36350.35812905544,3.7108525227535496e-06,23dhmb_c --> 3mob_c + h2o_c,
rxn00902,0.05244467258061404,46.31869960219661,0.001132257015655226,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,2.3.3.13
rxn00903,0.0,16004.654512371855,0.0,akg_c + val__L_c --> 3mob_c + glu__L_c,2.6.1.42
rxn00904,0.17223774319212723,,,pyr_c + val__L_c --> 3mob_c + ala__L_c,2.6.1.66
rxn00905,0.16486938797623463,,,2dhp_c --> 3mob_c + fald_c,4.1.2.12
rxn00907,-6.497917343383109e-06,75928.15325189625,-8.557981545825136e-11,mlthf_c + nadp_c --> methf_c + nadph_c,
rxn00912_num1,0.0,16334.781029160904,0.0,3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c,
rxn00915,0.0,,,gua_c + prpp_c --> gmp_c + h_c + ppi_c,2.4.2.8
rxn00917,0.017725653574625674,2748.1492345431925,6.450033117496291e-06,atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 3.0 h_c + ppi_c,6.3.5.2
rxn00921,0.0,4894.068800718307,0.0,4hbz_c + h_c --> co2_c + phenol_c,4.1.1.61
rxn00927,0.0,4.248050120902551,0.0,adn_c + h2o_c --> ade_c + rib__D_c,3.2.2.7
rxn00931_reverse_num1,0.0,,,1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,1.5.1.2
rxn00952,0.01131065690394455,1951.644807362849,5.795448465455158e-06,achms_c + h2s_c --> ac_c + h_c + hcys__L_c,2.5.1.49
rxn00966,0.0,265.43448929765555,0.0,chor_c --> 4hbz_c + pyr_c,4.1.3.40
rxn00974,0.10528887043036127,58232.99144885154,1.8080621965443912e-06,cit_c --> acon_C_c + h2o_c,
rxn00980_num1,0.0,,,2pglyc_c + h2o_c --> glyclt_c + pi_c,3.1.3.18
rxn01000,0.0015152768433875957,54368.57458169948,2.7870453751010046e-08,h_c + pphn_c --> co2_c + h2o_c + phpyr_c,4.2.1.51
rxn01013,0.0,,,glyc__R_c + nadp_c --> h_c + hpyr_c + nadph_c,
rxn01014,0.0,,,h_c + hpyr_c --> co2_c + gcald_c,4.1.1.40
rxn01018,0.08637719886419905,10729.201544931591,8.05066420855922e-06,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,2.1.3.2
rxn01019,0.024594103104017436,140363.81093548072,1.752168378737045e-07,cbp_c + orn__L_c --> citr__L_c + h_c + pi_c,
rxn01021,0.0,,,5mta_c + h2o_c --> 5mtr_c + ade_c,"3.2.2.16,3.2.2.9"
rxn01029,0.0,937.8899691318916,0.0,agm_c + h2o_c --> Ncbmpts_c + nh4_c,3.5.3.12
rxn01043,0.0,,,nadp_c + xylt_c --> h_c + nadph_c + xyl__D_c,1.1.1.307
rxn01066,0.0,62087.95804953099,0.0,h2o_c + xolest_hs_c --> chsterol_c + cpd00049_c0 + h_c,
rxn01069,0.08480090834956287,19585.13267255282,4.329861317120683e-06,h2o_c + phom_c --> pi_c + thr__L_c,4.2.3.1
rxn01100,0.0,86896.4939,0.0,3pg_c + atp_c --> 13dpg_c + adp_c,2.7.2.3
rxn01101_num1,0.22620848600726992,,,3pg_c + nad_c --> 3php_c + h_c + nadh_c,1.1.1.95
rxn01102,0.0,24919.873607508627,0.0,atp_c + glyc__R_c --> 3pg_c + adp_c + h_c,2.7.1.31
rxn01106,0.0,92043.22046941212,0.0,2pg_c --> 3pg_c,
rxn01116,0.0,201937.81027747647,0.0,ru5p__D_c --> xu5p__D_c,5.1.3.1
rxn01117,0.0,11742.011936189368,0.0,ara5p_c --> ru5p__D_c,5.3.1.13
rxn01127_num1,0.0,,,atp_c + damp_c + h_c --> adp_c + dadp_c,"2.7.4.11,2.7.4.13"
rxn01137_num1,0.0,1646.5591166532638,0.0,adn_c + h2o_c + h_c --> ins_c + nh4_c,3.5.4.4
rxn01143,0.0,35.031738551454694,0.0,atp_c + thymd_c --> adp_c + dtmp_c + h_c,"2.7.1.145,2.7.1.21"
rxn01157,0.0,2150.1924410639817,0.0,glu__D_c --> cpd01512_c0 + h2o_c,4.2.1.48
rxn01171,0.0,455804.4898905398,0.0,glc__D_c --> cpd00190_c0,5.1.3.3
rxn01200,0.041089399108201606,3221194.2819326366,1.2755951833972891e-08,g3p_c + s7p_c --> r5p_c + xu5p__D_c,2.2.1.1
rxn01207,0.0,,,4mop_c + coa_c + nad_c --> co2_c + ivcoa_c + nadh_c,1.2.1.25
