metname,inchikey,Canonical_SMILES
cpd11584,NA,noinchikey_inpubchem
dadp,DAEAPNUQQAICNR-RRKCRQDMSA-K,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])OP(=O)([O-])[O-])O
dgdp,CIKGWCTVFSRMJU-KVQBGUIXSA-K,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)([O-])OP(=O)([O-])[O-])O
cpd11437,NA,noinchikey_inpubchem
cpd24682,NA,noinchikey_inpubchem
acetol,XLSMFKSTNGKWQX-UHFFFAOYSA-N,CC(=O)CO
cdp,ZWIADYZPOWUWEW-XVFCMESISA-K,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])[O-])O)O
cpd11498,NA,noinchikey_inpubchem
cpd00445,NA,noinchikey_inpubchem
26dap_LL,GMKMEZVLHJARHF-WHFBIAKZSA-N,C(CC(C(=O)O)N)CC(C(=O)O)N
preq0,FMKSMYDYKXQYRV-UHFFFAOYSA-N,C1=C(C2=C(N1)NC(=NC2=O)N)C#N
cpd11835,NA,noinchikey_inpubchem
PHOSPHOLIPIDS,NA,noinchikey_inpubchem
btcoa,CRFNGMNYKDXRTN-CITAKDKDSA-J,CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
dcamp,OFBHPPMPBOJXRT-DPXQIYNJSA-J,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])[O-])O)O)NC(CC(=O)[O-])C(=O)[O-]
hcys__L,FFFHZYDWPBMWHY-UHFFFAOYSA-N,C(CS)C(C(=O)O)N
4ampm,SSWDVESQMBHOQT-UHFFFAOYSA-N,noinchikey_inpubchem
acryl,NIXOWILDQLNWCW-UHFFFAOYSA-M,C=CC(=O)[O-]
ugmda,IMWOXEZVYQDRDF-MCZXNMLPSA-J,CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)[O-])[NH3+])C(=O)NC(C)C(=O)NC(C)C(=O)[O-])C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
PEPTIDOGLYCAN,NA,noinchikey_inpubchem
pran,PMFMJXPRNJUYMB-GWOFURMSSA-K,C1=CC=C(C(=C1)C(=O)[O-])NC2C(C(C(O2)COP(=O)([O-])[O-])O)O
2ddg6p,OVPRPPOVAXRCED-WVZVXSGGSA-K,C(C(C(COP(=O)([O-])[O-])O)O)C(=O)C(=O)[O-]
mn2,WAEMQWOKJMHJLA-UHFFFAOYSA-N,[Mn+2]
tsul,DHCDFWKWKRSZHF-UHFFFAOYSA-M,OS(=O)(=S)[O-]
cpd12044,NA,noinchikey_inpubchem
pc_SC,NA,noinchikey_inpubchem
34dhoxpeg,MTVWFVDWRVYDOR-UHFFFAOYSA-N,C1=CC(=C(C=C1C(CO)O)O)O
thbhaga,NA,noinchikey_inpubchem
sufse,NA,noinchikey_inpubchem
pgp141,NA,noinchikey_inpubchem
iletrna,NA,noinchikey_inpubchem
cpd04105,NA,noinchikey_inpubchem
hdca,IPCSVZSSVZVIGE-UHFFFAOYSA-M,CCCCCCCCCCCCCCCC(=O)[O-]
2ippm,NJMGRJLQRLFQQX-HYXAFXHYSA-L,CC(C)C(=CC(=O)[O-])C(=O)[O-]
2agpe181,NA,noinchikey_inpubchem
2ahhmd,FCQGJGLSOWZZON-UHFFFAOYSA-L,noinchikey_inpubchem
ala__D,QNAYBMKLOCPYGJ-UWTATZPHSA-N,CC(C(=O)O)N
cpd06707,NA,noinchikey_inpubchem
cpd11557,NA,noinchikey_inpubchem
g3pe,JZNWSCPGTDBMEW-YFKPBYRVSA-N,C(COP(=O)(O)OCC(CO)O)N
octa,WWZKQHOCKIZLMA-UHFFFAOYSA-M,CCCCCCCC(=O)[O-]
thrtrna,NA,noinchikey_inpubchem
pe180,LVNGJLRDBYCPGB-LDLOPFEMSA-N,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCCCC
2ameph,QQVDJLLNRSOCEL-UHFFFAOYSA-N,C(CP(=O)(O)O)N
imacp,YCFFMSOLUMRAMD-UHFFFAOYSA-L,C1=C(NC=N1)CC(=O)COP(=O)([O-])[O-]
hx2coa,OINXHIBNZUUIMR-IXUYQXAASA-J,CCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
hhlipa,HHPCMWTVGVTYIC-CFEULOSXSA-H,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)([O-])[O-])COC2(CC(C(C(O2)C(CO)O)OC3C(C(C(C(O3)C(CO)O)O)OC4C(C(C(C(O4)C(CO)O)O)O)O)O)OC5(CC(C(C(O5)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])OCC6C(C(C(C(O6)OP(=O)([O-])[O-])NC(=O)CC(CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
34dhmald,YUGMCLJIWGEKCK-UHFFFAOYSA-N,C1=CC(=C(C=C1C(C=O)O)O)O
argtrna,NA,noinchikey_inpubchem
cpd01047,NA,noinchikey_inpubchem
cpd12379,NA,noinchikey_inpubchem
cpd15166,NA,noinchikey_inpubchem
h2o,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O
pnto__R,GHOKWGTUZJEAQD-ZETCQYMHSA-M,CC(C)(CO)C(C(=O)NCCC(=O)[O-])O
cpd12458,NA,noinchikey_inpubchem
k,NPYPAHLBTDXSSS-UHFFFAOYSA-N,[K+]
CARBOHYDRATES,NA,noinchikey_inpubchem
ppi,XPPKVPWEQAFLFU-UHFFFAOYSA-K,OP(=O)([O-])OP(=O)([O-])[O-]
alaala,DEFJQIDDEAULHB-QWWZWVQMSA-N,CC(C(=O)NC(C)C(=O)O)N
25dop,NA,noinchikey_inpubchem
s17bp,OKHXOUGRECCASI-SHUUEZRQSA-J,C(C(C(C(C(C(=O)COP(=O)([O-])[O-])O)O)O)O)OP(=O)([O-])[O-]
56dura,OIVLITBTBDPEFK-UHFFFAOYSA-N,C1CNC(=O)NC1=O
hpglu,RXWVHRYZTWZATH-XSLAGTTESA-J,C1C(NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]
fgam,VDXLUNDMVKSKHO-ZRTZXPPTSA-L,C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)([O-])[O-]
trdox,NA,noinchikey_inpubchem
pydx,RADKZDMFGJYCBB-UHFFFAOYSA-N,CC1=NC=C(C(=C1O)C=O)CO
cpd03424,NA,noinchikey_inpubchem
cpd12496,NA,noinchikey_inpubchem
gsn,NYHBQMYGNKIUIF-UUOKFMHZSA-N,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=O)N
t3c9palmeACP,NA,noinchikey_inpubchem
thbhet,NA,noinchikey_inpubchem
3hcpalm9eACP,NA,noinchikey_inpubchem
sl26da,GLXUWZBUPATPBR-BQBZGAKWSA-L,C(CC(C(=O)[O-])[NH3+])CC(C(=O)[O-])NC(=O)CCC(=O)[O-]
allphn,AVWRKZWQTYIKIY-UHFFFAOYSA-M,C(=O)(N)NC(=O)[O-]
1tdec7eg3p,NA,noinchikey_inpubchem
fprica,ABCOOORLYAOBOZ-KQYNXXCUSA-L,C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)NC=O)C(=O)N
cpd11540,NA,noinchikey_inpubchem
cpd11580,NA,noinchikey_inpubchem
lipidA,KVJWZTLXIROHIL-QDORLFPLSA-J,CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)([O-])[O-])COC2C(C(C(C(O2)CO)OP(=O)([O-])[O-])OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)O)O)OC(=O)CC(CCCCCCCCCCC)O)O
1odecg3p,LAYXSTYJRSVXIH-HXUWFJFHSA-L,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])O
gchola,NA,noinchikey_inpubchem
4pasp,IXZNKTPIYKDIGG-REOHCLBHSA-L,C(C(C(=O)[O-])[NH3+])C(=O)OP(=O)([O-])[O-]
cpd15692,NA,noinchikey_inpubchem
peplys,NA,noinchikey_inpubchem
mal__L,BJEPYKJPYRNKOW-REOHCLBHSA-L,C(C(C(=O)[O-])O)C(=O)[O-]
cdec3eACP,NA,noinchikey_inpubchem
cpd21481,NA,noinchikey_inpubchem
ppgpp,BUFLLCUFNHESEH-UUOKFMHZSA-I,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)(O)[O-])OP(=O)([O-])OP(=O)([O-])[O-])O)NC(=NC2=O)N
13dpg,LJQLQCAXBUHEAZ-UWTATZPHSA-J,C(C(C(=O)OP(=O)([O-])[O-])O)OP(=O)([O-])[O-]
glx,HHLFWLYXYJOTON-UHFFFAOYSA-M,C(=O)C(=O)[O-]
thbhga,NA,noinchikey_inpubchem
cpd03963,NA,noinchikey_inpubchem
cpd12232,NA,noinchikey_inpubchem
dmpp,CBIDRCWHNCKSTO-UHFFFAOYSA-K,CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C
cpd11532,NA,noinchikey_inpubchem
cpd02797,NA,noinchikey_inpubchem
cpd01373,NA,noinchikey_inpubchem
ser__L,MTCFGRXMJLQNBG-REOHCLBHSA-N,C(C(C(=O)O)N)O
neoxan,PGYAYSRVSAJXTE-CLONMANBSA-N,CC(=CC=CC=C(C)C=CC=C(C)C=C=C1C(CC(CC1(C)O)O)(C)C)C=CC=C(C)C=CC23C(CC(CC2(O3)C)O)(C)C
pe181,NA,noinchikey_inpubchem
pant__R,OTOIIPJYVQJATP-BYPYZUCNSA-M,CC(C)(CO)C(C(=O)[O-])O
cpd15165,NA,noinchikey_inpubchem
cpd15698,NA,noinchikey_inpubchem
3dhsk,SLWWJZMPHJJOPH-PHDIDXHHSA-M,C1C(C(C(=O)C=C1C(=O)[O-])O)O
fadh2,YPZRHBJKEMOYQH-UYBVJOGSSA-L,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O
cpd16395,NA,noinchikey_inpubchem
3ooctdACP,NA,noinchikey_inpubchem
phhlipa,XNYUHCDJIRFEJF-LIOVHSHWSA-G,noinchikey_inpubchem
3hanthrn,WJXSWCUQABXPFS-UHFFFAOYSA-M,C1=CC(=C(C(=C1)O)N)C(=O)[O-]
cpd11571,NA,noinchikey_inpubchem
cpd04248,NA,noinchikey_inpubchem
cpd00788,NA,noinchikey_inpubchem
cpd00888,NA,noinchikey_inpubchem
apg181,NA,noinchikey_inpubchem
cpd00878,NA,noinchikey_inpubchem
btn,YBJHBAHKTGYVGT-ZKWXMUAHSA-M,C1C2C(C(S1)CCCCC(=O)[O-])NC(=O)N2
zn2,PTFCDOFLOPIGGS-UHFFFAOYSA-N,[Zn+2]
apg161,NA,noinchikey_inpubchem
q10,ACTIUHUUMQJHFO-UPTCCGCDSA-N,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
ocdca,QIQXTHQIDYTFRH-UHFFFAOYSA-M,CCCCCCCCCCCCCCCCCC(=O)[O-]
trptrna,NA,noinchikey_inpubchem
rbl__D,ZAQJHHRNXZUBTE-NQXXGFSBSA-N,C(C(C(C(=O)CO)O)O)O
2odecg3p,NA,noinchikey_inpubchem
cpd10502,NA,noinchikey_inpubchem
cpd02200,NA,noinchikey_inpubchem
cpd02708,NA,noinchikey_inpubchem
sl2a6o,SDVXSCSNVVZWDD-LURJTMIESA-K,C(CC(C(=O)[O-])NC(=O)CCC(=O)[O-])CC(=O)C(=O)[O-]
cpd15700,NA,noinchikey_inpubchem
4nph,NA,noinchikey_inpubchem
3hmrsACP,NA,noinchikey_inpubchem
ibcoa,AEWHYWSPVRZHCT-NDZSKPAWSA-J,CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
3haACP,NA,noinchikey_inpubchem
cpd10500,NA,noinchikey_inpubchem
apg120,AJCVDIXUOBZCPE-ZESVVUHVSA-M,CCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)O
glcn,RGHNJXZEOKUKBD-SQOUGZDYSA-M,C(C(C(C(C(C(=O)[O-])O)O)O)O)O
clpn160,GRTNLBQYBYZCCM-ULKDXPJMSA-L,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)O)OC(=O)CCCCCCCCCCCCCCC
gam1p,YMJBYRVFGYXULK-QZABAPFNSA-M,C(C1C(C(C(C(O1)OP(=O)([O-])[O-])[NH3+])O)O)O
2mecdp,SFRQRNJMIIUYDI-UHNVWZDZSA-L,CC1(C(COP(=O)(OP(=O)(O1)[O-])[O-])O)CO
dhpt,WBFYVDCHGVNRBH-UHFFFAOYSA-M,C1C(=NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)[O-]
cpd12554,NA,noinchikey_inpubchem
urdglyc,NWZYYCVIOKVTII-SFOWXEAESA-M,C(C(=O)[O-])(NC(=O)N)O
srtn,QZAYGJVTTNCVMB-UHFFFAOYSA-O,C1=CC2=C(C=C1O)C(=CN2)CC[NH3+]
asntrna,NA,noinchikey_inpubchem
cpd11569,NA,noinchikey_inpubchem
anth,RWZYAGGXGHYGMB-UHFFFAOYSA-M,C1=CC=C(C(=C1)C(=O)[O-])N
u3hga,ZFPNNOXCEDQJQS-SSVOXRMNSA-M,CCCCCCCCCCCC(CC(=O)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)[NH3+])O
cpd10537,NA,noinchikey_inpubchem
cpd11679,NA,noinchikey_inpubchem
cpd11575,NA,noinchikey_inpubchem
cpd11588,NA,noinchikey_inpubchem
g3pc,SUHOQUVVVLNYQR-MRVPVSSYSA-N,C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O
3oxoadp,RTGHRDFWYQHVFW-UHFFFAOYSA-L,C(CC(=O)[O-])C(=O)CC(=O)[O-]
ppcoa,QAQREVBBADEHPA-IEXPHMLFSA-J,CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
cpd01043,NA,noinchikey_inpubchem
cyan,LELOWRISYMNNSU-UHFFFAOYSA-N,C#N
alatrna,NA,noinchikey_inpubchem
coucoa,DMZOKBALNZWDKI-MATMFAIHSA-J,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)C=CC4=CC=C(C=C4)O)O
amp,UDMBCSSLTHHNCD-KQYNXXCUSA-L,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])[O-])O)O)N
skm5p,QYOJSKGCWNAKGW-PBXRRBTRSA-K,C1C(C(C(C=C1C(=O)[O-])OP(=O)([O-])[O-])O)O
cpd15087,NA,noinchikey_inpubchem
phenol,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,C1=CC=C(C=C1)O
dpcoa,KDTSHFARGAKYJN-IBOSZNHHSA-L,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C(C(=O)NCCC(=O)NCCS)O
cpd31750,NA,noinchikey_inpubchem
crtn,NA,noinchikey_inpubchem
3pg,OSJPPGNTCRNQQC-UWTATZPHSA-K,C(C(C(=O)[O-])O)OP(=O)([O-])[O-]
cpd11536,NA,noinchikey_inpubchem
2odec11eg3p,NA,noinchikey_inpubchem
aps,IRLPACMLTUPBCL-KQYNXXCUSA-L,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OS(=O)(=O)[O-])O)O)N
cmp,IERHLVCPSMICTF-XVFCMESISA-L,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])[O-])O)O
2agpg161,NA,noinchikey_inpubchem
cbi,XQRJFEVDQXEIAX-JFYQDRLCSA-M,noinchikey_inpubchem
4izp,MYNHYKDPSRPBNZ-UHFFFAOYSA-N,noinchikey_inpubchem
scl,KWIZRXMMFRBUML-AHGFGAHVSA-F,noinchikey_inpubchem
sufbcd,NA,noinchikey_inpubchem
db4p,OKYHYXLCTGGOLM-UHFFFAOYSA-L,CC(=O)C(COP(=O)([O-])[O-])O
cpd11625,NA,noinchikey_inpubchem
cpd11578,NA,noinchikey_inpubchem
cpd15130,NA,noinchikey_inpubchem
prlp,BLKFNHOCHNCLII-GHVQHMAVSA-J,C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)NC=NCC(=O)C(C(COP(=O)([O-])[O-])O)O)C(=O)N
cpd02601,NA,noinchikey_inpubchem
cpd11521,NA,noinchikey_inpubchem
acmum6p,NMEMTQKUEVNSPV-MKFCKLDKSA-K,CC(C(=O)[O-])OC1C(C(OC(C1O)COP(=O)([O-])[O-])O)NC(=O)C
cpd01512,NA,noinchikey_inpubchem
cpd11563,NA,noinchikey_inpubchem
trdrd,NA,noinchikey_inpubchem
malACP,NA,noinchikey_inpubchem
cpd10490,NA,noinchikey_inpubchem
xyl__D,SRBFZHDQGSBBOR-IOVATXLUSA-N,C1C(C(C(C(O1)O)O)O)O
cpd09433,NA,noinchikey_inpubchem
g6p,NBSCHQHZLSJFNQ-GASJEMHNSA-L,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)([O-])[O-]
Ncbmpts,YANFYYGANIYHGI-UHFFFAOYSA-O,C(CCNC(=O)N)C[NH3+]
cpd15696,NA,noinchikey_inpubchem
cpd11589,NA,noinchikey_inpubchem
cpd01061,NA,noinchikey_inpubchem
cpd02616,NA,noinchikey_inpubchem
o2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O
cpd32627,NA,noinchikey_inpubchem
histrna,NA,noinchikey_inpubchem
btamp,UTQCSTJVMLODHM-RHCAYAJFSA-N,C1C2C(C(S1)CCCCC(=O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)NC(=O)N2
r3mmal,NPYQJIHHTGFBLN-STHAYSLISA-L,CC(C(C(=O)[O-])O)C(=O)[O-]
3hcddec5eACP,NA,noinchikey_inpubchem
ps160,KLFKZIQAIPDJCW-GPOMZPHUSA-M,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(C(=O)[O-])[NH3+])OC(=O)CCCCCCCCCCCCCCC
r15bp,AAAFZMYJJHWUPN-TXICZTDVSA-J,C(C1C(C(C(O1)OP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-]
cpd15717,NA,noinchikey_inpubchem
pa120,NA,noinchikey_inpubchem
udp,XCCTYIAWTASOJW-XVFCMESISA-K,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])[O-])O)O
isetac,SUMDYPCJJOFFON-UHFFFAOYSA-M,C(CS(=O)(=O)[O-])O
cpd16396,NA,noinchikey_inpubchem
cpd15722,NA,noinchikey_inpubchem
sucorn,VWXQFHJBQHTHMK-LURJTMIESA-M,C(CC(C(=O)[O-])NC(=O)CCC(=O)[O-])C[NH3+]
cpd21088,NA,noinchikey_inpubchem
2oph,VUNQJPPPTJIREN-CMAXTTDKSA-N,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=CC=CC=C1O)C)C)C)C)C)C)C)C
2omph,MYNOBJRQIKYBRD-MGHGRUFNSA-N,noinchikey_inpubchem
cpd08740,NA,noinchikey_inpubchem
cpd11432,NA,noinchikey_inpubchem
cpd02045,NA,noinchikey_inpubchem
cpd15666,NA,noinchikey_inpubchem
g3p,LXJXRIRHZLFYRP-VKHMYHEASA-L,C(C(C=O)O)OP(=O)([O-])[O-]
cpd10571,NA,noinchikey_inpubchem
prephytedp,RVCNKTPCHZNAAO-UZDKSQMHSA-K,CC(=CCCC(=CCCC(=CCCC(=CC1C(C1(C)CCC=C(C)CCC=C(C)CCC=C(C)C)COP(=O)([O-])OP(=O)([O-])[O-])C)C)C)C
cpd11526,NA,noinchikey_inpubchem
dann,KCEGBPIYGIWCDH-UHFFFAOYSA-O,CC(C(CCCCCC(=O)[O-])[NH3+])[NH3+]
cpd09350,NA,noinchikey_inpubchem
cpd11519,NA,noinchikey_inpubchem
6a2ohxnt,GWENQMVPLJAMAE-UHFFFAOYSA-N,C(CCN)CC(=O)C(=O)O
u23ga,KOJCFMYSTWNMQW-RUAJDYCTSA-L,CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)OC(=O)CC(CCCCCCCCCCC)O)O
dhlam,VLYUGYAKYZETRF-SSDOTTSWSA-N,C(CCC(=O)N)CC(CCS)S
cpd01567,NA,noinchikey_inpubchem
hphhlipa,OCKKDDJUVZAABC-XSAOWLIJSA-G,noinchikey_inpubchem
5hiu,LTQYPAVLAYVKTK-UHFFFAOYSA-N,C12=NC(=O)NC1(C(=O)NC(=O)N2)O
cpd14940,NA,noinchikey_inpubchem
kdo2lipid4L,JVUUYJGQIVCMIU-ZODGSCPMSA-H,CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)([O-])[O-])COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)O)OC4(CC(C(C(O4)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])OP(=O)([O-])[O-])OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O
1tdecg3p,FAZBDRGXCKPVJU-MRXNPFEDSA-L,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])O
fe3dcit,NA,noinchikey_inpubchem
apg180,WCMVNCVROQLVSH-JBQXKKLXSA-M,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)O
ps161,NA,noinchikey_inpubchem
cpd11583,NA,noinchikey_inpubchem
tchola,WBWWGRHZICKQGZ-HZAMXZRMSA-M,CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
cpd03244,NA,noinchikey_inpubchem
etha,HZAXFHJVJLSVMW-UHFFFAOYSA-O,C(CO)[NH3+]
4mop,BKAJNAXTPSGJCU-UHFFFAOYSA-M,CC(C)CC(=O)C(=O)[O-]
btnCCP,NA,noinchikey_inpubchem
dcaACP,NA,noinchikey_inpubchem
3hddecACP,NA,noinchikey_inpubchem
cpd04097,NA,noinchikey_inpubchem
succoa,VNOYUJKHFWYWIR-ITIYDSSPSA-I,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-])O
hmbil,WDFJYRZCZIUBPR-UHFFFAOYSA-F,C1=C(C(=C(N1)CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CO)CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-]
cpd11483,NA,noinchikey_inpubchem
cpd11509,NA,noinchikey_inpubchem
fmettrna,NA,noinchikey_inpubchem
acgam,OVRNDRQMDRJTHS-RTRLPJTCSA-N,CC(=O)NC1C(C(C(OC1O)CO)O)O
ocdcea,ZQPPMHVWECSIRJ-KTKRTIGZSA-M,CCCCCCCCC=CCCCCCCCC(=O)[O-]
octeACP,NA,noinchikey_inpubchem
oc2coa,CPSDNAXXKWVYIY-NTLMCJQISA-J,CCCCCC=CC(=O)SCCN=C(CCN=C(C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)[O-])[O-]
ACP,NA,noinchikey_inpubchem
cpd11556,NA,noinchikey_inpubchem
cdpdodecg,PDCWLWQTNQCGRI-IGIWICMZSA-L,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CCCCCCCCCCCCCCCCC
cpd11545,NA,noinchikey_inpubchem
cpd11568,NA,noinchikey_inpubchem
cddec5eACP,NA,noinchikey_inpubchem
fe3,VTLYFUHAOXGGBS-UHFFFAOYSA-N,[Fe+3]
cpd11481,NA,noinchikey_inpubchem
mhpglu,HVRNKDVLFAVCJF-VJANTYMQSA-J,CN1C(CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-]
nac,PVNIIMVLHYAWGP-UHFFFAOYSA-M,C1=CC(=CN=C1)C(=O)[O-]
cpd15683,NA,noinchikey_inpubchem
phllqne,MBWXNTAXLNYFJB-NKFFZRIASA-N,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C
myrsACP,NA,noinchikey_inpubchem
cpd12431,NA,noinchikey_inpubchem
3hcmrs7eACP,NA,noinchikey_inpubchem
pser__L,BZQFBWGGLXLEPQ-REOHCLBHSA-L,C(C(C(=O)[O-])[NH3+])OP(=O)([O-])[O-]
retinal,NCYCYZXNIZJOKI-OVSJKPMPSA-N,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=O)C)C
ttdcea,NA,noinchikey_inpubchem
cpd15690,NA,noinchikey_inpubchem
asn__L,DCXYFEDJOCDNAF-REOHCLBHSA-N,C(C(C(=O)O)N)C(=O)N
hdcea,NA,noinchikey_inpubchem
PROTEIN,NA,noinchikey_inpubchem
cpd15687,NA,noinchikey_inpubchem
fad,IMGVNJNCCGXBHD-UYBVJOGSSA-K,noinchikey_inpubchem
pppg9,UHSGPDMIQQYNAX-UHFFFAOYSA-L,CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)[O-])N2)CCC(=O)[O-])C)C=C)C)C=C)C
